film_id,title,wikidata_uri,entity_text,entity_label,sentence,start_char,end_char
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Bade Miyan Chote Miyan,PERSON,Bade Miyan Chote Miyan is a 2024 Indian Hindi-language science fiction action film directed by Ali Abbas Zafar and produced by Pooja Entertainment and AAZ Films.,0,22
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,2024,DATE,Bade Miyan Chote Miyan is a 2024 Indian Hindi-language science fiction action film directed by Ali Abbas Zafar and produced by Pooja Entertainment and AAZ Films.,28,32
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Ali Abbas,PERSON,Bade Miyan Chote Miyan is a 2024 Indian Hindi-language science fiction action film directed by Ali Abbas Zafar and produced by Pooja Entertainment and AAZ Films.,95,104
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Pooja Entertainment,ORG,Bade Miyan Chote Miyan is a 2024 Indian Hindi-language science fiction action film directed by Ali Abbas Zafar and produced by Pooja Entertainment and AAZ Films.,127,146
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,AAZ Films,ORG,Bade Miyan Chote Miyan is a 2024 Indian Hindi-language science fiction action film directed by Ali Abbas Zafar and produced by Pooja Entertainment and AAZ Films.,151,160
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,1998,DATE,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",188,192
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Pooja Entertainment,ORG,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",215,234
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Akshay Kumar,PERSON,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",251,263
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Tiger Shroff,PERSON,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",265,277
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Manushi Chhillar,ORG,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",331,347
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Alaya F,ORG,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",349,356
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Sonakshi Sinha,ORG,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",358,372
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,Ronit Roy,PERSON,"Sharing its name with the 1998 film also produced by Pooja Entertainment, the film stars Akshay Kumar, Tiger Shroff and Prithviraj Sukumaran in the lead roles alongside Manushi Chhillar, Alaya F, Sonakshi Sinha and Ronit Roy.",377,386
Q118067937,Bade Miyan Chote Miyan (2024 film),http://www.wikidata.org/entity/Q118067937,India,GPE,The story follows two former soldiers in a race against time to save India from an imminent attack by a vengeful scientist.,457,462
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,Badland Hunters,ORG,Badland Hunters (Korean: 황야) is a 2024 South Korean post-apocalyptic action film directed by Heo Myung-haeng in his directorial debut.,0,15
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,2024,DATE,Badland Hunters (Korean: 황야) is a 2024 South Korean post-apocalyptic action film directed by Heo Myung-haeng in his directorial debut.,34,38
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,Myung-haeng,PERSON,Badland Hunters (Korean: 황야) is a 2024 South Korean post-apocalyptic action film directed by Heo Myung-haeng in his directorial debut.,97,108
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,Concrete Utopia,ORG,"A standalone sequel to Concrete Utopia (2023), it follows characters trying to survive in post-earthquake Seoul, now an orderless wasteland, three years after the original film's events.",158,173
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,2023,DATE,"A standalone sequel to Concrete Utopia (2023), it follows characters trying to survive in post-earthquake Seoul, now an orderless wasteland, three years after the original film's events.",175,179
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,Seoul,GPE,"A standalone sequel to Concrete Utopia (2023), it follows characters trying to survive in post-earthquake Seoul, now an orderless wasteland, three years after the original film's events.",241,246
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,three years,DATE,"A standalone sequel to Concrete Utopia (2023), it follows characters trying to survive in post-earthquake Seoul, now an orderless wasteland, three years after the original film's events.",276,287
Q123469290,Badland Hunters,http://www.wikidata.org/entity/Q123469290,Byun Seung-min,PERSON,Producer Byun Seung-min is the only key crew member to return from the original film.,331,345
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Bagheera,ORG,"Bagheera is a 2024 Indian Kannada-language superhero film written and directed by Dr. Suri, from a story by Prashanth Neel, and produced by Vijay Kiragandur.",0,8
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,2024,DATE,"Bagheera is a 2024 Indian Kannada-language superhero film written and directed by Dr. Suri, from a story by Prashanth Neel, and produced by Vijay Kiragandur.",14,18
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Suri,PERSON,"Bagheera is a 2024 Indian Kannada-language superhero film written and directed by Dr. Suri, from a story by Prashanth Neel, and produced by Vijay Kiragandur.",86,90
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Prashanth Neel,ORG,"Bagheera is a 2024 Indian Kannada-language superhero film written and directed by Dr. Suri, from a story by Prashanth Neel, and produced by Vijay Kiragandur.",108,122
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Vijay Kiragandur,PERSON,"Bagheera is a 2024 Indian Kannada-language superhero film written and directed by Dr. Suri, from a story by Prashanth Neel, and produced by Vijay Kiragandur.",140,156
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Sriimurali,PERSON,"It stars Sriimurali, alongside Rukmini Vasanth, Prakash Raj, Sudha Rani, Ramachandra Raju, Achyuth Kumar and Rangayana Raghu.",167,177
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Rukmini Vasanth,PERSON,"It stars Sriimurali, alongside Rukmini Vasanth, Prakash Raj, Sudha Rani, Ramachandra Raju, Achyuth Kumar and Rangayana Raghu.",189,204
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Prakash Raj,PERSON,"It stars Sriimurali, alongside Rukmini Vasanth, Prakash Raj, Sudha Rani, Ramachandra Raju, Achyuth Kumar and Rangayana Raghu.",206,217
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Ramachandra Raju,ORG,"It stars Sriimurali, alongside Rukmini Vasanth, Prakash Raj, Sudha Rani, Ramachandra Raju, Achyuth Kumar and Rangayana Raghu.",231,247
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Rangayana Raghu,PERSON,"It stars Sriimurali, alongside Rukmini Vasanth, Prakash Raj, Sudha Rani, Ramachandra Raju, Achyuth Kumar and Rangayana Raghu.",267,282
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,B. Ajaneesh Loknath,ORG,"The music was composed by B. Ajaneesh Loknath, while the cinematography and editing were handled by Arjun Shetty and Pranav Sri Prasad.",310,329
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Arjun Shetty,ORG,"The music was composed by B. Ajaneesh Loknath, while the cinematography and editing were handled by Arjun Shetty and Pranav Sri Prasad.",384,396
Q123900891,Bagheera (2024 film),http://www.wikidata.org/entity/Q123900891,Pranav Sri Prasad,PERSON,"The music was composed by B. Ajaneesh Loknath, while the cinematography and editing were handled by Arjun Shetty and Pranav Sri Prasad.",401,418
Q115812586,Baghjan (film),http://www.wikidata.org/entity/Q115812586,Baghjan,ORG,Baghjan is 2024 Assamese-Moran bilingual film directed and written by filmmaker Jaicheng Jai Dohutia and produced by MAYAMARA art & culture.,0,7
Q115812586,Baghjan (film),http://www.wikidata.org/entity/Q115812586,2024,DATE,Baghjan is 2024 Assamese-Moran bilingual film directed and written by filmmaker Jaicheng Jai Dohutia and produced by MAYAMARA art & culture.,11,15
Q115812586,Baghjan (film),http://www.wikidata.org/entity/Q115812586,Jaicheng Jai Dohutia,PERSON,Baghjan is 2024 Assamese-Moran bilingual film directed and written by filmmaker Jaicheng Jai Dohutia and produced by MAYAMARA art & culture.,80,100
Q115812586,Baghjan (film),http://www.wikidata.org/entity/Q115812586,MAYAMARA art & culture,ORG,Baghjan is 2024 Assamese-Moran bilingual film directed and written by filmmaker Jaicheng Jai Dohutia and produced by MAYAMARA art & culture.,117,139
Q115812586,Baghjan (film),http://www.wikidata.org/entity/Q115812586,2020,DATE,The film is about the biggest industrial disasters; oil-leakage tragedy of 2020 at Baghjan.,216,220
Q115812586,Baghjan (film),http://www.wikidata.org/entity/Q115812586,Baghjan,GPE,The film is about the biggest industrial disasters; oil-leakage tragedy of 2020 at Baghjan.,224,231
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,Bagman,PERSON,Bagman is a 2024 American supernatural horror film directed by Colm McCarthy and written by John Hulme.,0,6
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,Colm McCarthy,PERSON,Bagman is a 2024 American supernatural horror film directed by Colm McCarthy and written by John Hulme.,63,76
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,John Hulme,PERSON,Bagman is a 2024 American supernatural horror film directed by Colm McCarthy and written by John Hulme.,92,102
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,Sam Claflin,PERSON,"It stars Sam Claflin, Antonia Thomas, William Hope, Steven Cree, and Frankie Corio.",113,124
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,Antonia Thomas,GPE,"It stars Sam Claflin, Antonia Thomas, William Hope, Steven Cree, and Frankie Corio.",126,140
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,William Hope,PERSON,"It stars Sam Claflin, Antonia Thomas, William Hope, Steven Cree, and Frankie Corio.",142,154
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,Steven Cree,PERSON,"It stars Sam Claflin, Antonia Thomas, William Hope, Steven Cree, and Frankie Corio.",156,167
Q131873061,Bagman (2024 film),http://www.wikidata.org/entity/Q131873061,Frankie Corio,PERSON,"It stars Sam Claflin, Antonia Thomas, William Hope, Steven Cree, and Frankie Corio.",173,186
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Bahirbhoomi,ORG,Bahirbhoomi is a 2024 Indian Telugu-language mystery thriller film written and directed by Ramprasad Konduru and produced by Venumadhav Machha for Mahakali Productions.,0,11
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,2024,DATE,Bahirbhoomi is a 2024 Indian Telugu-language mystery thriller film written and directed by Ramprasad Konduru and produced by Venumadhav Machha for Mahakali Productions.,17,21
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Ramprasad Konduru,ORG,Bahirbhoomi is a 2024 Indian Telugu-language mystery thriller film written and directed by Ramprasad Konduru and produced by Venumadhav Machha for Mahakali Productions.,91,108
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Venumadhav Machha,PERSON,Bahirbhoomi is a 2024 Indian Telugu-language mystery thriller film written and directed by Ramprasad Konduru and produced by Venumadhav Machha for Mahakali Productions.,125,142
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Mahakali Productions,ORG,Bahirbhoomi is a 2024 Indian Telugu-language mystery thriller film written and directed by Ramprasad Konduru and produced by Venumadhav Machha for Mahakali Productions.,147,167
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Noel Sean,PERSON,"The film features Noel Sean and Rishitha Nellore in lead roles with Chitram Srinu, Garima Singh and Jabardasth Phani in pivotal roles.",187,196
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Rishitha Nellore,PERSON,"The film features Noel Sean and Rishitha Nellore in lead roles with Chitram Srinu, Garima Singh and Jabardasth Phani in pivotal roles.",201,217
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Chitram Srinu,PERSON,"The film features Noel Sean and Rishitha Nellore in lead roles with Chitram Srinu, Garima Singh and Jabardasth Phani in pivotal roles.",237,250
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Garima Singh,PERSON,"The film features Noel Sean and Rishitha Nellore in lead roles with Chitram Srinu, Garima Singh and Jabardasth Phani in pivotal roles.",252,264
Q130421461,Bahirbhoomi,http://www.wikidata.org/entity/Q130421461,Jabardasth Phani,PERSON,"The film features Noel Sean and Rishitha Nellore in lead roles with Chitram Srinu, Garima Singh and Jabardasth Phani in pivotal roles.",269,285
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,Bahumukham,ORG,Bahumukham is a 2024 Indian Telugu-language feature film.,0,10
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,2024,DATE,Bahumukham is a 2024 Indian Telugu-language feature film.,16,20
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,Arvind Reddy,PERSON,It is directed and Produced by HarShiv Karthik and Co produced by Arvind Reddy under Crystal Mountain Productions.,124,136
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,Crystal Mountain Productions,ORG,It is directed and Produced by HarShiv Karthik and Co produced by Arvind Reddy under Crystal Mountain Productions.,143,171
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,Karthik,ORG,"HarShiv Karthik and Maria Martynova, Swarnima Singh are in lead roles.",181,188
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,Maria Martynova,PERSON,"HarShiv Karthik and Maria Martynova, Swarnima Singh are in lead roles.",193,208
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,Swarnima Singh,PERSON,"HarShiv Karthik and Maria Martynova, Swarnima Singh are in lead roles.",210,224
Q131178012,Bahumukham,http://www.wikidata.org/entity/Q131178012,5 April 2024,DATE,The film was theatrically released on 5 April 2024.,282,294
Q126327869,Bajrang Aur Ali,http://www.wikidata.org/entity/Q126327869,Bajrang Aur Ali,PERSON,Bajrang Aur Ali is a 2024 Indian Hindi-language Social Drama film written and directed by Jaiveer and produced by Suresh Sharma under UtterUp Films.,0,15
Q126327869,Bajrang Aur Ali,http://www.wikidata.org/entity/Q126327869,2024,DATE,Bajrang Aur Ali is a 2024 Indian Hindi-language Social Drama film written and directed by Jaiveer and produced by Suresh Sharma under UtterUp Films.,21,25
Q126327869,Bajrang Aur Ali,http://www.wikidata.org/entity/Q126327869,Jaiveer,ORG,Bajrang Aur Ali is a 2024 Indian Hindi-language Social Drama film written and directed by Jaiveer and produced by Suresh Sharma under UtterUp Films.,90,97
Q126327869,Bajrang Aur Ali,http://www.wikidata.org/entity/Q126327869,Suresh Sharma,PERSON,Bajrang Aur Ali is a 2024 Indian Hindi-language Social Drama film written and directed by Jaiveer and produced by Suresh Sharma under UtterUp Films.,114,127
Q126327869,Bajrang Aur Ali,http://www.wikidata.org/entity/Q126327869,UtterUp Films,ORG,Bajrang Aur Ali is a 2024 Indian Hindi-language Social Drama film written and directed by Jaiveer and produced by Suresh Sharma under UtterUp Films.,134,147
Q126327869,Bajrang Aur Ali,http://www.wikidata.org/entity/Q126327869,Sachin Parikh,ORG,It stars Sachin Parikh and Gauri Shankar.,158,171
Q126327869,Bajrang Aur Ali,http://www.wikidata.org/entity/Q126327869,Gauri Shankar,PERSON,It stars Sachin Parikh and Gauri Shankar.,176,189
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Balota,ORG,Balota is a 2024 Philippine political thriller film written and directed by Kip Oebanda.,0,6
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,2024,DATE,Balota is a 2024 Philippine political thriller film written and directed by Kip Oebanda.,12,16
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Kip Oebanda,PERSON,Balota is a 2024 Philippine political thriller film written and directed by Kip Oebanda.,76,87
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Marian Rivera,ORG,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",104,117
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Will Ashley,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",217,228
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Nico Antonio,GPE,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",230,242
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Royce Cabrera,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",244,257
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Raheel Bhyria,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",259,272
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Sue Prado,GPE,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",274,283
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Felix Petate,ORG,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",285,297
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Esnyr,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",299,304
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Donna Cariaga,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",306,319
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Joel Saracho,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",321,333
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Gardo Versoza,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",335,348
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Mae Paner,PERSON,"The film stars Marian Rivera as Emmy, a teacher who is thrust into a dangerous situation during a volatile local election, with Will Ashley, Nico Antonio, Royce Cabrera, Raheel Bhyria, Sue Prado, Felix Petate, Esnyr, Donna Cariaga, Joel Saracho, Gardo Versoza, and Mae Paner in supporting roles.",354,363
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,Cinemalaya Philippine Independent Film Festival,ORG,"The film premiered in competition at the 20th Cinemalaya Philippine Independent Film Festival on August 2, 2024.",431,478
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,"August 2, 2024",DATE,"The film premiered in competition at the 20th Cinemalaya Philippine Independent Film Festival on August 2, 2024.",482,496
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,GMA Pictures,ORG,"It was produced by GMA Pictures, GMA Entertainment Group, and the Film Development Council of the Philippines.",517,529
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,GMA Entertainment Group,ORG,"It was produced by GMA Pictures, GMA Entertainment Group, and the Film Development Council of the Philippines.",531,554
Q128796304,Balota (film),http://www.wikidata.org/entity/Q128796304,the Film Development Council of the Philippines,ORG,"It was produced by GMA Pictures, GMA Entertainment Group, and the Film Development Council of the Philippines.",560,607
Q130259949,Balu Gani Talkies,http://www.wikidata.org/entity/Q130259949,Balu Gani Talkies,ORG,Balu Gani Talkies is a 2024 Indian Telugu-language comedy thriller film co-written and directed by Viswanath Pratap.,0,17
Q130259949,Balu Gani Talkies,http://www.wikidata.org/entity/Q130259949,2024,DATE,Balu Gani Talkies is a 2024 Indian Telugu-language comedy thriller film co-written and directed by Viswanath Pratap.,23,27
Q130259949,Balu Gani Talkies,http://www.wikidata.org/entity/Q130259949,Viswanath Pratap,PERSON,Balu Gani Talkies is a 2024 Indian Telugu-language comedy thriller film co-written and directed by Viswanath Pratap.,99,115
Q130259949,Balu Gani Talkies,http://www.wikidata.org/entity/Q130259949,Shiva Ramachandra Varapu,PERSON,The film stars Shiva Ramachandra Varapu and Saranya Sharma in the lead roles.,132,156
Q130259949,Balu Gani Talkies,http://www.wikidata.org/entity/Q130259949,Saranya Sharma,PERSON,The film stars Shiva Ramachandra Varapu and Saranya Sharma in the lead roles.,161,175
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Bambara Wasanthe,ORG,"Bambara Wasanthe, is a 2024 Sri Lankan Sinhalese romantic mystery film directed by Mohan Niyaz and produced by TT Nades for Uni Lanka Films.",0,16
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,2024,DATE,"Bambara Wasanthe, is a 2024 Sri Lankan Sinhalese romantic mystery film directed by Mohan Niyaz and produced by TT Nades for Uni Lanka Films.",23,27
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Mohan Niyaz,PERSON,"Bambara Wasanthe, is a 2024 Sri Lankan Sinhalese romantic mystery film directed by Mohan Niyaz and produced by TT Nades for Uni Lanka Films.",83,94
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,TT Nades,ORG,"Bambara Wasanthe, is a 2024 Sri Lankan Sinhalese romantic mystery film directed by Mohan Niyaz and produced by TT Nades for Uni Lanka Films.",111,119
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Perera,PERSON,"It stars Channa Perera and Tanasha Satharasinghe in lead roles along with Jagath Galappatti, Gayesha Perera, Buddhika Jayarathne and Rex Kodippili in supportive roles.",157,163
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Tanasha Satharasinghe,ORG,"It stars Channa Perera and Tanasha Satharasinghe in lead roles along with Jagath Galappatti, Gayesha Perera, Buddhika Jayarathne and Rex Kodippili in supportive roles.",168,189
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Jagath Galappatti,PERSON,"It stars Channa Perera and Tanasha Satharasinghe in lead roles along with Jagath Galappatti, Gayesha Perera, Buddhika Jayarathne and Rex Kodippili in supportive roles.",215,232
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Gayesha Perera,PERSON,"It stars Channa Perera and Tanasha Satharasinghe in lead roles along with Jagath Galappatti, Gayesha Perera, Buddhika Jayarathne and Rex Kodippili in supportive roles.",234,248
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Buddhika Jayarathne,PERSON,"It stars Channa Perera and Tanasha Satharasinghe in lead roles along with Jagath Galappatti, Gayesha Perera, Buddhika Jayarathne and Rex Kodippili in supportive roles.",250,269
Q125543967,Bambara Wasanthe,http://www.wikidata.org/entity/Q125543967,Rex Kodippili,PERSON,"It stars Channa Perera and Tanasha Satharasinghe in lead roles along with Jagath Galappatti, Gayesha Perera, Buddhika Jayarathne and Rex Kodippili in supportive roles.",274,287
Q130642124,Bandaa Singh Chaudhary,http://www.wikidata.org/entity/Q130642124,Singh Chaudhary,PERSON,Bandaa Singh Chaudhary is a 2024 Indian Hindi-language action drama film directed by Abhishek Saxena and produced by Arbaaz Khan.,7,22
Q130642124,Bandaa Singh Chaudhary,http://www.wikidata.org/entity/Q130642124,2024,DATE,Bandaa Singh Chaudhary is a 2024 Indian Hindi-language action drama film directed by Abhishek Saxena and produced by Arbaaz Khan.,28,32
Q130642124,Bandaa Singh Chaudhary,http://www.wikidata.org/entity/Q130642124,Abhishek Saxena,PERSON,Bandaa Singh Chaudhary is a 2024 Indian Hindi-language action drama film directed by Abhishek Saxena and produced by Arbaaz Khan.,85,100
Q130642124,Bandaa Singh Chaudhary,http://www.wikidata.org/entity/Q130642124,Arbaaz Khan,PERSON,Bandaa Singh Chaudhary is a 2024 Indian Hindi-language action drama film directed by Abhishek Saxena and produced by Arbaaz Khan.,117,128
Q130642124,Bandaa Singh Chaudhary,http://www.wikidata.org/entity/Q130642124,Starring Arshad,PERSON,"Starring Arshad Warsi and Meher Vij, the film is set around Punjab in 1984 where a man fights with militants for survival.",130,145
Q130642124,Bandaa Singh Chaudhary,http://www.wikidata.org/entity/Q130642124,Meher Vij,PERSON,"Starring Arshad Warsi and Meher Vij, the film is set around Punjab in 1984 where a man fights with militants for survival.",156,165
